x 	 analitycal w t = 0.5	PCMN_LU w t = 0.5	analitycal w t = 1	PCMN_LU w t = 1	analitycal w t = 1.99995	PCMN_LU w t = 1.99995
5.06	0.99999	0.99999	0.999191	0.999191	0.99163	0.99163
5.07	0.999991	0.999991	0.99921	0.999211	0.991746	0.991746
5.08	0.999991	0.999991	0.999229	0.99923	0.991861	0.991861
5.09	0.999992	0.999992	0.999248	0.999248	0.991974	0.991974
5.1	0.999992	0.999992	0.999266	0.999266	0.992086	0.992086
5.11	0.999992	0.999992	0.999284	0.999284	0.992196	0.992197
5.12	0.999993	0.999993	0.999301	0.999302	0.992305	0.992306
5.13	0.999993	0.999993	0.999318	0.999319	0.992413	0.992413
5.14	0.999993	0.999993	0.999335	0.999335	0.992519	0.99252
5.15	0.999994	0.999994	0.999351	0.999351	0.992624	0.992625
5.16	0.999994	0.999994	0.999367	0.999367	0.992728	0.992728
5.17	0.999994	0.999994	0.999383	0.999383	0.99283	0.992831
5.18	0.999994	0.999994	0.999398	0.999398	0.992931	0.992932
5.19	0.999995	0.999995	0.999413	0.999413	0.993031	0.993031
5.2	0.999995	0.999995	0.999427	0.999427	0.99313	0.99313
5.21	0.999995	0.999995	0.999441	0.999441	0.993227	0.993227
5.22	0.999995	0.999995	0.999455	0.999455	0.993323	0.993323
5.23	0.999996	0.999996	0.999468	0.999468	0.993417	0.993418
5.24	0.999996	0.999996	0.999482	0.999482	0.993511	0.993511
5.25	0.999996	0.999996	0.999494	0.999495	0.993603	0.993603
5.26	0.999996	0.999996	0.999507	0.999507	0.993694	0.993694
5.27	0.999996	0.999996	0.999519	0.999519	0.993784	0.993784
5.28	0.999996	0.999996	0.999531	0.999531	0.993873	0.993873
5.29	0.999997	0.999997	0.999543	0.999543	0.99396	0.99396
5.3	0.999997	0.999997	0.999554	0.999554	0.994047	0.994047
5.31	0.999997	0.999997	0.999566	0.999566	0.994132	0.994132
5.32	0.999997	0.999997	0.999577	0.999577	0.994216	0.994216
5.33	0.999997	0.999997	0.999587	0.999587	0.994299	0.994299
5.34	0.999997	0.999997	0.999598	0.999598	0.994381	0.994381
5.35	0.999997	0.999997	0.999608	0.999608	0.994462	0.994462
5.36	0.999998	0.999998	0.999618	0.999618	0.994542	0.994542
5.37	0.999998	0.999998	0.999627	0.999627	0.994621	0.994621
5.38	0.999998	0.999998	0.999637	0.999637	0.994698	0.994699
5.39	0.999998	0.999998	0.999646	0.999646	0.994775	0.994775
5.4	0.999998	0.999998	0.999655	0.999655	0.994851	0.994851
5.41	0.999998	0.999998	0.999664	0.999664	0.994926	0.994926
5.42	0.999998	0.999998	0.999672	0.999672	0.994999	0.995
5.43	0.999998	0.999998	0.999681	0.999681	0.995072	0.995072
5.44	0.999998	0.999998	0.999689	0.999689	0.995144	0.995144
5.45	0.999998	0.999998	0.999697	0.999697	0.995215	0.995215
5.46	0.999998	0.999998	0.999705	0.999705	0.995285	0.995285
5.47	0.999999	0.999999	0.999712	0.999712	0.995354	0.995354
5.48	0.999999	0.999999	0.99972	0.99972	0.995422	0.995422
5.49	0.999999	0.999999	0.999727	0.999727	0.995489	0.995489
5.5	0.999999	0.999999	0.999734	0.999734	0.995555	0.995555
5.51	0.999999	0.999999	0.999741	0.999741	0.99562	0.995621
5.52	0.999999	0.999999	0.999748	0.999748	0.995685	0.995685
5.53	0.999999	0.999999	0.999754	0.999754	0.995748	0.995749
5.54	0.999999	0.999999	0.999761	0.999761	0.995811	0.995811
5.55	0.999999	0.999999	0.999767	0.999767	0.995873	0.995873
5.56	0.999999	0.999999	0.999773	0.999773	0.995934	0.995934
5.57	0.999999	0.999999	0.999779	0.999779	0.995994	0.995995
5.58	0.999999	0.999999	0.999785	0.999785	0.996054	0.996054
5.59	0.999999	0.999999	0.99979	0.99979	0.996112	0.996113
5.6	0.999999	0.999999	0.999796	0.999796	0.99617	0.99617
5.61	0.999999	0.999999	0.999801	0.999801	0.996227	0.996227
5.62	0.999999	0.999999	0.999806	0.999806	0.996284	0.996284
5.63	0.999999	0.999999	0.999812	0.999812	0.996339	0.996339
5.64	0.999999	0.999999	0.999817	0.999817	0.996394	0.996394
5.65	0.999999	0.999999	0.999821	0.999821	0.996448	0.996448
5.66	0.999999	0.999999	0.999826	0.999826	0.996501	0.996501
5.67	0.999999	0.999999	0.999831	0.999831	0.996553	0.996554
5.68	0.999999	0.999999	0.999835	0.999835	0.996605	0.996605
5.69	1	1	0.99984	0.99984	0.996656	0.996656
5.7	1	1	0.999844	0.999844	0.996707	0.996707
5.71	1	1	0.999848	0.999848	0.996756	0.996757
5.72	1	1	0.999852	0.999852	0.996805	0.996805
5.73	1	1	0.999856	0.999856	0.996854	0.996854
5.74	1	1	0.99986	0.99986	0.996901	0.996901
5.75	1	1	0.999864	0.999864	0.996948	0.996948
5.76	1	1	0.999868	0.999868	0.996995	0.996995
5.77	1	1	0.999871	0.999871	0.99704	0.99704
5.78	1	1	0.999875	0.999875	0.997085	0.997085
5.79	1	1	0.999878	0.999878	0.99713	0.99713
5.8	1	1	0.999881	0.999881	0.997173	0.997174
5.81	1	1	0.999885	0.999885	0.997217	0.997217
5.82	1	1	0.999888	0.999888	0.997259	0.997259
5.83	1	1	0.999891	0.999891	0.997301	0.997301
5.84	1	1	0.999894	0.999894	0.997343	0.997343
5.85	1	1	0.999897	0.999897	0.997383	0.997384
5.86	1	1	0.999899	0.999899	0.997424	0.997424
5.87	1	1	0.999902	0.999902	0.997463	0.997463
5.88	1	1	0.999905	0.999905	0.997502	0.997503
5.89	1	1	0.999908	0.999908	0.997541	0.997541
5.9	1	1	0.99991	0.99991	0.997579	0.997579
5.91	1	1	0.999913	0.999913	0.997616	0.997616
5.92	1	1	0.999915	0.999915	0.997653	0.997653
5.93	1	1	0.999917	0.999917	0.99769	0.99769
5.94	1	1	0.99992	0.99992	0.997726	0.997726
5.95	1	1	0.999922	0.999922	0.997761	0.997761
5.96	1	1	0.999924	0.999924	0.997796	0.997796
5.97	1	1	0.999926	0.999926	0.99783	0.99783
5.98	1	1	0.999928	0.999928	0.997864	0.997864
5.99	1	1	0.99993	0.99993	0.997897	0.997897
6	1	1	0.999932	0.999932	0.99793	0.99793
6.01	1	1	0.999934	0.999934	0.997963	0.997963
6.02	1	1	0.999936	0.999936	0.997995	0.997995
6.03	1	1	0.999938	0.999938	0.998026	0.998026
6.04	1	1	0.999939	0.999939	0.998057	0.998057
6.05	1	1	0.999941	0.999941	0.998088	0.998088
6.06	1	1	0.999943	0.999943	0.998118	0.998118
6.07	1	1	0.999944	0.999944	0.998148	0.998148
6.08	1	1	0.999946	0.999946	0.998177	0.998177
6.09	1	1	0.999948	0.999948	0.998206	0.998206
6.1	1	1	0.999949	0.999949	0.998234	0.998234
6.11	1	1	0.999951	0.999951	0.998262	0.998262
6.12	1	1	0.999952	0.999952	0.99829	0.99829
6.13	1	1	0.999953	0.999953	0.998317	0.998317
6.14	1	1	0.999955	0.999955	0.998344	0.998344
6.15	1	1	0.999956	0.999956	0.99837	0.99837
6.16	1	1	0.999957	0.999957	0.998396	0.998396
6.17	1	1	0.999958	0.999958	0.998422	0.998422
6.18	1	1	0.99996	0.99996	0.998447	0.998447
6.19	1	1	0.999961	0.999961	0.998472	0.998472
6.2	1	1	0.999962	0.999962	0.998497	0.998497
6.21	1	1	0.999963	0.999963	0.998521	0.998521
6.22	1	1	0.999964	0.999964	0.998544	0.998545
6.23	1	1	0.999965	0.999965	0.998568	0.998568
6.24	1	1	0.999966	0.999966	0.998591	0.998591
6.25	1	1	0.999967	0.999967	0.998614	0.998614
6.26	1	1	0.999968	0.999968	0.998636	0.998636
6.27	1	1	0.999969	0.999969	0.998658	0.998658
6.28	1	1	0.99997	0.99997	0.99868	0.99868
6.29	1	1	0.999971	0.999971	0.998701	0.998701
6.3	1	1	0.999972	0.999972	0.998722	0.998723
6.31	1	1	0.999973	0.999972	0.998743	0.998743
6.32	1	1	0.999973	0.999973	0.998764	0.998764
6.33	1	1	0.999974	0.999974	0.998784	0.998784
6.34	1	1	0.999975	0.999975	0.998804	0.998804
6.35	1	1	0.999976	0.999976	0.998823	0.998823
6.36	1	1	0.999976	0.999976	0.998843	0.998843
6.37	1	1	0.999977	0.999977	0.998861	0.998862
6.38	1	1	0.999978	0.999978	0.99888	0.99888
6.39	1	1	0.999978	0.999978	0.998899	0.998899
6.4	1	1	0.999979	0.999979	0.998917	0.998917
6.41	1	1	0.99998	0.99998	0.998935	0.998935
6.42	1	1	0.99998	0.99998	0.998952	0.998952
6.43	1	1	0.999981	0.999981	0.998969	0.998969
6.44	1	1	0.999981	0.999981	0.998986	0.998986
6.45	1	1	0.999982	0.999982	0.999003	0.999003
6.46	1	1	0.999983	0.999983	0.99902	0.99902
6.47	1	1	0.999983	0.999983	0.999036	0.999036
6.48	1	1	0.999984	0.999984	0.999052	0.999052
6.49	1	1	0.999984	0.999984	0.999068	0.999068
6.5	1	1	0.999985	0.999985	0.999083	0.999083
6.51	1	1	0.999985	0.999985	0.999099	0.999099
6.52	1	1	0.999985	0.999985	0.999114	0.999114
6.53	1	1	0.999986	0.999986	0.999128	0.999128
6.54	1	1	0.999986	0.999986	0.999143	0.999143
6.55	1	1	0.999987	0.999987	0.999157	0.999157
6.56	1	1	0.999987	0.999987	0.999171	0.999171
6.57	1	1	0.999988	0.999988	0.999185	0.999185
6.58	1	1	0.999988	0.999988	0.999199	0.999199
6.59	1	1	0.999988	0.999988	0.999213	0.999213
6.6	1	1	0.999989	0.999989	0.999226	0.999226
6.61	1	1	0.999989	0.999989	0.999239	0.999239
6.62	1	1	0.999989	0.999989	0.999252	0.999252
6.63	1	1	0.99999	0.99999	0.999264	0.999264
6.64	1	1	0.99999	0.99999	0.999277	0.999277
6.65	1	1	0.99999	0.99999	0.999289	0.999289
6.66	1	1	0.999991	0.999991	0.999301	0.999301
6.67	1	1	0.999991	0.999991	0.999313	0.999313
6.68	1	1	0.999991	0.999991	0.999325	0.999325
6.69	1	1	0.999991	0.999991	0.999336	0.999336
6.7	1	1	0.999992	0.999992	0.999348	0.999348
6.71	1	1	0.999992	0.999992	0.999359	0.999359
6.72	1	1	0.999992	0.999992	0.99937	0.99937
6.73	1	1	0.999992	0.999992	0.99938	0.99938
6.74	1	1	0.999993	0.999993	0.999391	0.999391
6.75	1	1	0.999993	0.999993	0.999402	0.999402
6.76	1	1	0.999993	0.999993	0.999412	0.999412
6.77	1	1	0.999993	0.999993	0.999422	0.999422
6.78	1	1	0.999994	0.999994	0.999432	0.999432
6.79	1	1	0.999994	0.999994	0.999442	0.999442
6.8	1	1	0.999994	0.999994	0.999451	0.999451
6.81	1	1	0.999994	0.999994	0.999461	0.999461
6.82	1	1	0.999994	0.999994	0.99947	0.99947
6.83	1	1	0.999995	0.999995	0.999479	0.999479
6.84	1	1	0.999995	0.999995	0.999488	0.999488
6.85	1	1	0.999995	0.999995	0.999497	0.999497
6.86	1	1	0.999995	0.999995	0.999506	0.999506
6.87	1	1	0.999995	0.999995	0.999515	0.999515
6.88	1	1	0.999995	0.999995	0.999523	0.999523
6.89	1	1	0.999995	0.999995	0.999531	0.999531
6.9	1	1	0.999996	0.999996	0.99954	0.99954
6.91	1	1	0.999996	0.999996	0.999548	0.999548
6.92	1	1	0.999996	0.999996	0.999555	0.999556
6.93	1	1	0.999996	0.999996	0.999563	0.999563
6.94	1	1	0.999996	0.999996	0.999571	0.999571
6.95	1	1	0.999996	0.999996	0.999578	0.999579
6.96	1	1	0.999996	0.999996	0.999586	0.999586
6.97	1	1	0.999997	0.999997	0.999593	0.999593
6.98	1	1	0.999997	0.999997	0.9996	0.9996
6.99	1	1	0.999997	0.999997	0.999607	0.999607
7	1	1	0.999997	0.999997	0.999614	0.999614
7.01	1	1	0.999997	0.999997	0.999621	0.999621
7.02	1	1	0.999997	0.999997	0.999628	0.999628
7.03	1	1	0.999997	0.999997	0.999634	0.999635
7.04	1	1	0.999997	0.999997	0.999641	0.999641
7.05	1	1	0.999997	0.999997	0.999647	0.999647
7.06	1	1	0.999997	0.999997	0.999654	0.999654
7.07	1	1	0.999997	0.999997	0.99966	0.99966
7.08	1	1	0.999998	0.999998	0.999666	0.999666
7.09	1	1	0.999998	0.999998	0.999672	0.999672
7.1	1	1	0.999998	0.999998	0.999678	0.999678
7.11	1	1	0.999998	0.999998	0.999683	0.999684
7.12	1	1	0.999998	0.999998	0.999689	0.999689
7.13	1	1	0.999998	0.999998	0.999695	0.999695
7.14	1	1	0.999998	0.999998	0.9997	0.9997
7.15	1	1	0.999998	0.999998	0.999706	0.999706
7.16	1	1	0.999998	0.999998	0.999711	0.999711
7.17	1	1	0.999998	0.999998	0.999716	0.999716
7.18	1	1	0.999998	0.999998	0.999721	0.999721
7.19	1	1	0.999998	0.999998	0.999726	0.999726
7.2	1	1	0.999998	0.999998	0.999731	0.999731
7.21	1	1	0.999998	0.999998	0.999736	0.999736
7.22	1	1	0.999998	0.999998	0.999741	0.999741
7.23	1	1	0.999999	0.999999	0.999746	0.999746
7.24	1	1	0.999999	0.999999	0.99975	0.99975
7.25	1	1	0.999999	0.999999	0.999755	0.999755
7.26	1	1	0.999999	0.999999	0.999759	0.999759
7.27	1	1	0.999999	0.999999	0.999764	0.999764
7.28	1	1	0.999999	0.999999	0.999768	0.999768
7.29	1	1	0.999999	0.999999	0.999772	0.999772
7.3	1	1	0.999999	0.999999	0.999776	0.999776
7.31	1	1	0.999999	0.999999	0.99978	0.99978
7.32	1	1	0.999999	0.999999	0.999784	0.999785
7.33	1	1	0.999999	0.999999	0.999788	0.999788
7.34	1	1	0.999999	0.999999	0.999792	0.999792
7.35	1	1	0.999999	0.999999	0.999796	0.999796
7.36	1	1	0.999999	0.999999	0.9998	0.9998
7.37	1	1	0.999999	0.999999	0.999804	0.999804
7.38	1	1	0.999999	0.999999	0.999807	0.999807
7.39	1	1	0.999999	0.999999	0.999811	0.999811
7.4	1	1	0.999999	0.999999	0.999814	0.999814
7.41	1	1	0.999999	0.999999	0.999818	0.999818
7.42	1	1	0.999999	0.999999	0.999821	0.999821
7.43	1	1	0.999999	0.999999	0.999824	0.999824
7.44	1	1	0.999999	0.999999	0.999828	0.999828
7.45	1	1	0.999999	0.999999	0.999831	0.999831
7.46	1	1	0.999999	0.999999	0.999834	0.999834
7.47	1	1	0.999999	0.999999	0.999837	0.999837
7.48	1	1	0.999999	0.999999	0.99984	0.99984
7.49	1	1	0.999999	0.999999	0.999843	0.999843
7.5	1	1	0.999999	0.999999	0.999846	0.999846
7.51	1	1	0.999999	0.999999	0.999849	0.999849
7.52	1	1	0.999999	0.999999	0.999852	0.999852
7.53	1	1	0.999999	0.999999	0.999855	0.999855
7.54	1	1	1	1	0.999857	0.999857
7.55	1	1	1	1	0.99986	0.99986
7.56	1	1	1	1	0.999863	0.999863
7.57	1	1	1	1	0.999865	0.999865
7.58	1	1	1	1	0.999868	0.999868
7.59	1	1	1	1	0.99987	0.99987
7.6	1	1	1	1	0.999873	0.999873
7.61	1	1	1	1	0.999875	0.999875
7.62	1	1	1	1	0.999878	0.999878
7.63	1	1	1	1	0.99988	0.99988
7.64	1	1	1	1	0.999882	0.999882
7.65	1	1	1	1	0.999884	0.999884
7.66	1	1	1	1	0.999887	0.999887
7.67	1	1	1	1	0.999889	0.999889
7.68	1	1	1	1	0.999891	0.999891
7.69	1	1	1	1	0.999893	0.999893
7.7	1	1	1	1	0.999895	0.999895
7.71	1	1	1	1	0.999897	0.999897
7.72	1	1	1	1	0.999899	0.999899
7.73	1	1	1	1	0.999901	0.999901
7.74	1	1	1	1	0.999903	0.999903
7.75	1	1	1	1	0.999905	0.999905
7.76	1	1	1	1	0.999907	0.999907
7.77	1	1	1	1	0.999908	0.999908
7.78	1	1	1	1	0.99991	0.99991
7.79	1	1	1	1	0.999912	0.999912
7.8	1	1	1	1	0.999914	0.999914
7.81	1	1	1	1	0.999915	0.999915
7.82	1	1	1	1	0.999917	0.999917
7.83	1	1	1	1	0.999919	0.999919
7.84	1	1	1	1	0.99992	0.99992
7.85	1	1	1	1	0.999922	0.999922
7.86	1	1	1	1	0.999923	0.999923
7.87	1	1	1	1	0.999925	0.999925
7.88	1	1	1	1	0.999926	0.999926
7.89	1	1	1	1	0.999928	0.999928
7.9	1	1	1	1	0.999929	0.999929
7.91	1	1	1	1	0.99993	0.99993
7.92	1	1	1	1	0.999932	0.999932
7.93	1	1	1	1	0.999933	0.999933
7.94	1	1	1	1	0.999934	0.999934
7.95	1	1	1	1	0.999936	0.999936
7.96	1	1	1	1	0.999937	0.999937
7.97	1	1	1	1	0.999938	0.999938
7.98	1	1	1	1	0.999939	0.999939
7.99	1	1	1	1	0.999941	0.999941
8	1	1	1	1	0.999942	0.999942
8.01	1	1	1	1	0.999943	0.999943
8.02	1	1	1	1	0.999944	0.999944
8.03	1	1	1	1	0.999945	0.999945
8.04	1	1	1	1	0.999946	0.999946
8.05	1	1	1	1	0.999947	0.999947
8.06	1	1	1	1	0.999948	0.999948
8.07	1	1	1	1	0.999949	0.999949
8.08	1	1	1	1	0.99995	0.99995
8.09	1	1	1	1	0.999951	0.999951
8.1	1	1	1	1	0.999952	0.999952
8.11	1	1	1	1	0.999953	0.999953
8.12	1	1	1	1	0.999954	0.999954
8.13	1	1	1	1	0.999955	0.999955
8.14	1	1	1	1	0.999956	0.999956
8.15	1	1	1	1	0.999957	0.999957
8.16	1	1	1	1	0.999958	0.999958
8.17	1	1	1	1	0.999959	0.999959
8.18	1	1	1	1	0.99996	0.99996
8.19	1	1	1	1	0.99996	0.99996
8.2	1	1	1	1	0.999961	0.999961
8.21	1	1	1	1	0.999962	0.999962
8.22	1	1	1	1	0.999963	0.999963
8.23	1	1	1	1	0.999964	0.999964
8.24	1	1	1	1	0.999964	0.999964
8.25	1	1	1	1	0.999965	0.999965
8.26	1	1	1	1	0.999966	0.999966
8.27	1	1	1	1	0.999966	0.999966
8.28	1	1	1	1	0.999967	0.999967
8.29	1	1	1	1	0.999968	0.999968
8.3	1	1	1	1	0.999968	0.999968
8.31	1	1	1	1	0.999969	0.999969
8.32	1	1	1	1	0.99997	0.99997
8.33	1	1	1	1	0.99997	0.99997
8.34	1	1	1	1	0.999971	0.999971
8.35	1	1	1	1	0.999972	0.999972
8.36	1	1	1	1	0.999972	0.999972
8.37	1	1	1	1	0.999973	0.999973
8.38	1	1	1	1	0.999973	0.999973
8.39	1	1	1	1	0.999974	0.999974
8.4	1	1	1	1	0.999974	0.999974
8.41	1	1	1	1	0.999975	0.999975
8.42	1	1	1	1	0.999975	0.999975
8.43	1	1	1	1	0.999976	0.999976
8.44	1	1	1	1	0.999976	0.999976
8.45	1	1	1	1	0.999977	0.999977
8.46	1	1	1	1	0.999977	0.999977
8.47	1	1	1	1	0.999978	0.999978
8.48	1	1	1	1	0.999978	0.999978
8.49	1	1	1	1	0.999979	0.999979
8.5	1	1	1	1	0.999979	0.999979
8.51	1	1	1	1	0.99998	0.99998
8.52	1	1	1	1	0.99998	0.99998
8.53	1	1	1	1	0.99998	0.99998
8.54	1	1	1	1	0.999981	0.999981
8.55	1	1	1	1	0.999981	0.999981
8.56	1	1	1	1	0.999982	0.999982
8.57	1	1	1	1	0.999982	0.999982
8.58	1	1	1	1	0.999982	0.999982
8.59	1	1	1	1	0.999983	0.999983
8.6	1	1	1	1	0.999983	0.999983
8.61	1	1	1	1	0.999984	0.999984
8.62	1	1	1	1	0.999984	0.999984
8.63	1	1	1	1	0.999984	0.999984
8.64	1	1	1	1	0.999985	0.999985
8.65	1	1	1	1	0.999985	0.999985
8.66	1	1	1	1	0.999985	0.999985
8.67	1	1	1	1	0.999986	0.999986
8.68	1	1	1	1	0.999986	0.999986
8.69	1	1	1	1	0.999986	0.999986
8.7	1	1	1	1	0.999986	0.999986
8.71	1	1	1	1	0.999987	0.999987
8.72	1	1	1	1	0.999987	0.999987
8.73	1	1	1	1	0.999987	0.999987
8.74	1	1	1	1	0.999988	0.999988
8.75	1	1	1	1	0.999988	0.999988
8.76	1	1	1	1	0.999988	0.999988
8.77	1	1	1	1	0.999988	0.999988
8.78	1	1	1	1	0.999989	0.999989
8.79	1	1	1	1	0.999989	0.999989
8.8	1	1	1	1	0.999989	0.999989
8.81	1	1	1	1	0.999989	0.999989
8.82	1	1	1	1	0.99999	0.99999
8.83	1	1	1	1	0.99999	0.99999
8.84	1	1	1	1	0.99999	0.99999
8.85	1	1	1	1	0.99999	0.99999
8.86	1	1	1	1	0.99999	0.99999
8.87	1	1	1	1	0.999991	0.999991
8.88	1	1	1	1	0.999991	0.999991
8.89	1	1	1	1	0.999991	0.999991
8.9	1	1	1	1	0.999991	0.999991
8.91	1	1	1	1	0.999991	0.999991
8.92	1	1	1	1	0.999992	0.999992
8.93	1	1	1	1	0.999992	0.999992
8.94	1	1	1	1	0.999992	0.999992
8.95	1	1	1	1	0.999992	0.999992
8.96	1	1	1	1	0.999992	0.999992
8.97	1	1	1	1	0.999992	0.999992
8.98	1	1	1	1	0.999993	0.999993
8.99	1	1	1	1	0.999993	0.999993
9	1	1	1	1	0.999993	0.999993
9.01	1	1	1	1	0.999993	0.999993
9.02	1	1	1	1	0.999993	0.999993
9.03	1	1	1	1	0.999993	0.999993
9.04	1	1	1	1	0.999994	0.999994
9.05	1	1	1	1	0.999994	0.999994
9.06	1	1	1	1	0.999994	0.999994
9.07	1	1	1	1	0.999994	0.999994
9.08	1	1	1	1	0.999994	0.999994
9.09	1	1	1	1	0.999994	0.999994
9.1	1	1	1	1	0.999994	0.999994
9.11	1	1	1	1	0.999994	0.999994
9.12	1	1	1	1	0.999995	0.999995
9.13	1	1	1	1	0.999995	0.999995
9.14	1	1	1	1	0.999995	0.999995
9.15	1	1	1	1	0.999995	0.999995
9.16	1	1	1	1	0.999995	0.999995
9.17	1	1	1	1	0.999995	0.999995
9.18	1	1	1	1	0.999995	0.999995
9.19	1	1	1	1	0.999995	0.999995
9.2	1	1	1	1	0.999996	0.999996
9.21	1	1	1	1	0.999996	0.999996
9.22	1	1	1	1	0.999996	0.999996
9.23	1	1	1	1	0.999996	0.999996
9.24	1	1	1	1	0.999996	0.999996
9.25	1	1	1	1	0.999996	0.999996
9.26	1	1	1	1	0.999996	0.999996
9.27	1	1	1	1	0.999996	0.999996
9.28	1	1	1	1	0.999996	0.999996
9.29	1	1	1	1	0.999996	0.999996
9.3	1	1	1	1	0.999996	0.999996
9.31	1	1	1	1	0.999997	0.999997
9.32	1	1	1	1	0.999997	0.999997
9.33	1	1	1	1	0.999997	0.999997
9.34	1	1	1	1	0.999997	0.999997
9.35	1	1	1	1	0.999997	0.999997
9.36	1	1	1	1	0.999997	0.999997
9.37	1	1	1	1	0.999997	0.999997
9.38	1	1	1	1	0.999997	0.999997
9.39	1	1	1	1	0.999997	0.999997
9.4	1	1	1	1	0.999997	0.999997
9.41	1	1	1	1	0.999997	0.999997
9.42	1	1	1	1	0.999997	0.999997
9.43	1	1	1	1	0.999997	0.999997
9.44	1	1	1	1	0.999997	0.999997
9.45	1	1	1	1	0.999997	0.999997
9.46	1	1	1	1	0.999998	0.999998
9.47	1	1	1	1	0.999998	0.999998
9.48	1	1	1	1	0.999998	0.999998
9.49	1	1	1	1	0.999998	0.999998
9.5	1	1	1	1	0.999998	0.999998
9.51	1	1	1	1	0.999998	0.999998
9.52	1	1	1	1	0.999998	0.999998
9.53	1	1	1	1	0.999998	0.999998
9.54	1	1	1	1	0.999998	0.999998
9.55	1	1	1	1	0.999998	0.999998
9.56	1	1	1	1	0.999998	0.999998
9.57	1	1	1	1	0.999998	0.999998
9.58	1	1	1	1	0.999998	0.999998
9.59	1	1	1	1	0.999998	0.999998
9.6	1	1	1	1	0.999998	0.999998
9.61	1	1	1	1	0.999998	0.999998
9.62	1	1	1	1	0.999998	0.999998
9.63	1	1	1	1	0.999998	0.999998
9.64	1	1	1	1	0.999998	0.999998
9.65	1	1	1	1	0.999998	0.999998
9.66	1	1	1	1	0.999998	0.999998
9.67	1	1	1	1	0.999998	0.999998
9.68	1	1	1	1	0.999999	0.999999
9.69	1	1	1	1	0.999999	0.999999
9.7	1	1	1	1	0.999999	0.999999
9.71	1	1	1	1	0.999999	0.999999
9.72	1	1	1	1	0.999999	0.999999
9.73	1	1	1	1	0.999999	0.999999
9.74	1	1	1	1	0.999999	0.999999
9.75	1	1	1	1	0.999999	0.999999
9.76	1	1	1	1	0.999999	0.999999
9.77	1	1	1	1	0.999999	0.999999
9.78	1	1	1	1	0.999999	0.999999
9.79	1	1	1	1	0.999999	0.999999
9.8	1	1	1	1	0.999999	0.999999
9.81	1	1	1	1	0.999999	0.999999
9.82	1	1	1	1	0.999999	0.999999
9.83	1	1	1	1	0.999999	0.999999
9.84	1	1	1	1	0.999999	0.999999
9.85	1	1	1	1	0.999999	0.999999
9.86	1	1	1	1	0.999999	0.999999
9.87	1	1	1	1	0.999999	0.999999
9.88	1	1	1	1	0.999999	0.999999
9.89	1	1	1	1	0.999999	0.999999
9.9	1	1	1	1	0.999999	0.999999
9.91	1	1	1	1	0.999999	0.999999
9.92	1	1	1	1	0.999999	0.999999
9.93	1	1	1	1	0.999999	0.999999
9.94	1	1	1	1	0.999999	0.999999
9.95	1	1	1	1	0.999999	0.999999
9.96	1	1	1	1	0.999999	0.999999
9.97	1	1	1	1	0.999999	0.999999
9.98	1	1	1	1	0.999999	0.999999
9.99	1	1	1	1	0.999999	0.999999
10	1	1	1	1	0.999999	0.999999
10.01	1	1	1	1	0.999999	0.999999
10.02	1	1	1	1	0.999999	0.999999
10.03	1	1	1	1	0.999999	0.999999
10.04	1	1	1	1	0.999999	0.999999
10.05	1	1	1	1	0.999999	0.999999
10.06	1	1	1	1	0.999999	0.999999
10.07	1	1	1	1	0.999999	0.999999
10.08	1	1	1	1	0.999999	0.999999
10.09	1	1	1	1	0.999999	0.999999
10.1	1	1	1	1	0.999999	0.999999
10.11	1	1	1	1	0.999999	0.999999
10.12	1	1	1	1	0.999999	0.999999
10.13	1	1	1	1	1	1
10.14	1	1	1	1	1	1
10.15	1	1	1	1	1	1
10.16	1	1	1	1	1	1
10.17	1	1	1	1	1	1
10.18	1	1	1	1	1	1
10.19	1	1	1	1	1	1
10.2	1	1	1	1	1	1
10.21	1	1	1	1	1	1
10.22	1	1	1	1	1	1
10.23	1	1	1	1	1	1
10.24	1	1	1	1	1	1
10.25	1	1	1	1	1	1
10.26	1	1	1	1	1	1
10.27	1	1	1	1	1	1
10.28	1	1	1	1	1	1
10.29	1	1	1	1	1	1
10.3	1	1	1	1	1	1
10.31	1	1	1	1	1	1
10.32	1	1	1	1	1	1
10.33	1	1	1	1	1	1
10.34	1	1	1	1	1	1
10.35	1	1	1	1	1	1
10.36	1	1	1	1	1	1
10.37	1	1	1	1	1	1
10.38	1	1	1	1	1	1
10.39	1	1	1	1	1	1
10.4	1	1	1	1	1	1
10.41	1	1	1	1	1	1
10.42	1	1	1	1	1	1
10.43	1	1	1	1	1	1
10.44	1	1	1	1	1	1
10.45	1	1	1	1	1	1
10.46	1	1	1	1	1	1
10.47	1	1	1	1	1	1
10.48	1	1	1	1	1	1
10.49	1	1	1	1	1	1
10.5	1	1	1	1	1	1
10.51	1	1	1	1	1	1
10.52	1	1	1	1	1	1
10.53	1	1	1	1	1	1
10.54	1	1	1	1	1	1
10.55	1	1	1	1	1	1
10.56	1	1	1	1	1	1
10.57	1	1	1	1	1	1
10.58	1	1	1	1	1	1
10.59	1	1	1	1	1	1
10.6	1	1	1	1	1	1
10.61	1	1	1	1	1	1
10.62	1	1	1	1	1	1
10.63	1	1	1	1	1	1
10.64	1	1	1	1	1	1
10.65	1	1	1	1	1	1
10.66	1	1	1	1	1	1
10.67	1	1	1	1	1	1
10.68	1	1	1	1	1	1
